Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs
117,T3231,1038915-60-4,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,C19H20N4O,320.4,2.59,72.94,2,3,3,3,4,0.263,24,0,0,none,1.0,1.0,1.0,T3231;T3353;T6892;T9497
118,T6S1665,41743-73-1,COc1cc(-c2coc3cc4c(c(OC)c3c2=O)OCO4)cc(OC)c1OC,C20H18O8,386.36,3.22,85.59,0,8,5,3,4,0.25,28,0,0,none,1.0,1.0,1.0,T6S1665
119,T5597,2328073-61-4,COc1cc2nc(NC3CC3)nc(NC3CCN(C(C)C)CC3)c2cc1OC,C21H31N5O2,385.51,3.51,71.54,2,7,7,2,4,0.619,28,0,0,none,1.0,1.0,1.0,T5597
120,T26559,1361321-96-1,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(C)cc(C)c2)cc1,C20H24N2O4S,388.49,3.1,75.71,1,4,5,2,3,0.35,27,0,0,none,1.0,1.0,1.0,T26559
121,T5S1262,74805-92-8,Cc1c(O)c(C)c2c(c1O)C(=O)[C@H](Cc1ccc3c(c1)OCO3)CO2,C19H18O6,342.35,2.88,85.22,2,6,2,2,4,0.316,25,0,0,none,1.0,1.0,1.0,T5S1262
122,T5S1261,74805-91-7,COc1ccc(C[C@@H]2COc3c(C)c(O)c(C)c(O)c3C2=O)cc1,C19H20O5,328.36,3.16,75.99,2,5,3,2,3,0.316,24,0,0,none,1.0,1.0,1.0,T5S1261
123,T9041,847249-57-4,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)NO)cc2)cc1,C18H20N2O3,312.37,3.36,78.43,3,3,3,2,2,0.222,23,0,0,none,1.0,1.0,1.0,T9041
124,T4529,1126084-37-4,COc1ccc2[nH]c(C(=O)N3CCC(CC(C)(C)O)CC3)cc2c1,C19H26N2O3,330.43,3.19,65.56,2,3,4,2,3,0.526,24,0,0,none,1.0,1.0,1.0,T4529
125,T6339,328543-09-5,CN(C)Cc1ccc(-c2nc3cccc4c3n2CCNC4=O)cc1,C19H20N4O,320.4,2.51,50.16,1,3,3,3,4,0.263,24,0,0,none,1.0,1.0,1.0,T6339
126,T23888,681173-76-2,O=C(Nc1nc(-c2ccncc2)cs1)C1COc2ccccc2O1,C17H13N3O3S,339.38,2.98,73.34,1,6,3,3,4,0.118,24,0,0,none,1.0,1.0,1.0,T23888
127,T10616,2270879-17-7,O=C(Nc1cc(C(F)F)ns1)Nc1cc(F)ncc1CO,C11H9F3N4O2S,318.28,2.75,87.14,3,5,4,2,2,0.182,21,3,0,none,1.0,1.0,1.0,T10616
128,T5S0803,3621-36-1,COc1cc2c(cc1O)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,C20H20NO4+,338.38,3.08,51.8,1,4,3,3,4,0.25,25,0,0,none,1.0,1.0,1.0,T5S0803
129,T15164,484049-04-9,O=C1NC(=O)C(c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)N1,C18H13FN4O2,336.33,2.56,76.02,2,3,3,3,4,0.056,25,1,0,none,1.0,1.0,1.0,T15164
130,T11886,2189366-77-4,C[C@H](C(=O)Nc1nc2ccccc2[nH]1)N1Cc2ccccc2C1=O,C18H16N4O2,320.35,2.55,78.09,2,3,3,3,4,0.167,24,0,0,none,1.0,1.0,1.0,T11886
131,T0334,122320-73-4,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,C18H19N3O3S,357.44,2.49,71.53,1,6,7,2,3,0.278,25,0,0,none,1.0,1.0,1.0,T0334;T1622;T6646
132,T9993,2869148-13-8,CC(=O)NC1CCN(c2ncnc3[nH]cc(-c4cccc(Cl)c4)c23)CC1,C19H20ClN5O,369.86,3.38,73.91,2,4,3,3,4,0.316,26,1,0,none,1.0,1.0,1.0,T9993
133,T9988,912790-59-1,O=C(NCCCn1ccnc1)c1cc(-c2ccc(Cl)cc2)on1,C16H15ClN4O2,330.78,3.01,72.95,1,4,6,3,3,0.188,23,1,0,none,1.0,1.0,1.0,T9988
134,T2421,1225451-84-2,COc1cc2ncnc(Sc3nnc(C)s3)c2cc1OC,C13H12N4O2S2,320.4,2.96,70.02,0,8,4,3,3,0.231,21,0,0,none,1.0,1.0,1.0,T2421
135,T32191,1005402-19-6,C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,C18H23N3O2,313.4,2.69,58.22,1,4,6,2,3,0.444,23,0,0,none,1.0,1.0,1.0,T32191
136,T4013,1821908-49-9,Cc1cc(C)cc(Oc2ccc(CNC(=O)[C@H](C)N)cc2C)c1,C19H24N2O2,312.41,3.37,64.35,2,3,5,2,2,0.316,23,0,0,none,1.0,1.0,1.0,T4013;T7089
137,T69656,2378515-04-7,O=S1(=O)N(c2ccccc2)C[C@H](O)[C@]12CCN(Cc1ccc(Cl)cc1)C2,C19H21ClN2O3S,392.91,2.5,60.85,1,4,3,2,4,0.368,26,1,0,none,1.0,1.0,1.0,T69656
138,T8457,226878-01-9,O=C(NC12CC3CC(CC(C3)C1)C2)c1cnc2ccccc2n1,C19H21N3O,307.4,3.33,54.88,1,3,2,2,6,0.526,23,0,0,none,1.0,1.0,1.0,T8457
139,T8334,199735-88-1,O=C(O)C1C2C=CC(C2)C1C(=O)Nc1ccc(Cl)c(Cl)c1,C15H13Cl2NO3,326.18,3.45,66.4,2,2,3,1,3,0.333,21,2,0,none,1.0,1.0,1.0,T8334
140,T6786,1883429-22-8,COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN(C)C,C20H23N3O3,353.42,2.68,56.59,0,5,5,3,3,0.3,26,0,0,none,1.0,1.0,1.0,T6786
141,T6783,1883429-21-7,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)C,C20H23N3O3,353.42,2.68,56.59,0,5,5,3,3,0.3,26,0,0,none,1.0,1.0,1.0,T6783
142,T50113,1307909-30-3,CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CSC[C@H]1C(=O)O,C14H16ClNO4S,329.81,2.48,66.84,1,4,4,1,2,0.429,21,1,0,none,0.9999,1.0,1.0,T50113
143,T12977,261944-46-1,COCCO[C@@H]1c2ccn3c(C)c(C)nc3c2N[C@H](c2ccccc2)[C@H]1O,C21H25N3O3,367.45,3.18,68.02,2,5,5,3,4,0.381,27,0,0,none,1.0,1.0,1.0,T12977
144,T26841,153042-42-3,Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C,C17H19N3O3S,345.42,3.31,75.44,1,5,4,3,3,0.235,24,0,0,none,1.0,1.0,1.0,T21790;T26841
145,T2320,312753-06-3,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,C24H28N2O3,392.5,3.15,85.35,4,4,6,3,4,0.375,29,0,0,none,1.0,1.0,1.0,T1239;T2320
146,T17227,748810-28-8,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,C20H31NO4,349.47,2.64,51.16,1,5,7,1,3,0.7,25,0,0,none,1.0,1.0,1.0,T17227
147,T5S2283,526-07-8,c1cc2c(cc1O[C@H]1OC[C@H]3[C@@H]1CO[C@@H]3c1ccc3c(c1)OCO3)OCO2,C20H18O7,370.36,2.88,64.61,0,7,3,2,6,0.4,27,0,0,none,1.0,1.0,1.0,T5S2283
148,T5S2178,31008-19-2,COc1ccc([C@@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc3c(c2)OCO3)cc1OC,C21H22O6,370.4,3.51,55.38,0,6,4,2,5,0.429,27,0,0,none,1.0,1.0,1.0,T5S2178
149,T40580,4999-79-5,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,C18H24O5S,352.45,3.09,83.83,2,4,2,1,4,0.667,24,0,0,none,1.0,1.0,1.0,T40580
150,T9893,239463-85-5,C[C@@H](N)Cc1cc(C#N)c2c(c1)CCN2CCCOC(=O)c1ccccc1,C22H25N3O2,363.46,3.06,79.35,1,5,7,2,3,0.364,27,0,0,none,1.0,1.0,1.0,T9893
151,T2341,1000669-72-6,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,C20H20N4O,332.41,2.78,61.02,2,3,3,3,4,0.2,25,0,0,none,1.0,1.0,1.0,T2341
152,T15124,1821370-70-0,CCOC(=O)c1ccc(-c2ncc(C(=O)OCC)s2)nc1,C14H14N2O4S,306.34,2.56,78.38,0,7,5,2,2,0.286,21,0,0,none,1.0,1.0,1.0,T15124
153,T32589,301-21-3,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CCN2C)cc1O,C20H25NO4,343.42,3.19,51.16,1,5,5,2,3,0.4,25,0,0,none,1.0,1.0,1.0,T32589
154,TN11090,129168-56-5,COc1ccc2oc3c(OC)c(OC)c(OC)cc3c(=O)c2c1,C17H16O6,316.31,2.98,67.13,0,6,4,3,3,0.235,23,0,0,none,1.0,1.0,1.0,TN11090
155,T205083,902586-39-4,Cc1ccc(-c2nc(CSCC(=O)NC3CC3)c(C)o2)cc1,C17H20N2O2S,316.43,3.47,55.13,1,4,6,2,3,0.412,22,0,0,none,1.0,1.0,1.0,T205083
156,T8779,489408-02-8,Cc1cc(C(F)(F)F)nn1CC(=O)Nc1sc2c(c1C(N)=O)CCCC2,C16H17F3N4O2S,386.4,2.89,90.01,2,4,4,2,3,0.438,26,3,0,none,1.0,1.0,1.0,T8779
157,TQ0086,1531634-31-7,Cc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2C(=O)O)n1,C15H11F3N2O3,324.26,3.36,79.29,2,3,3,2,2,0.133,23,3,0,none,1.0,1.0,1.0,TQ0086
158,T11410L,1215085-92-9,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@@]1(CO)c1ccccc1,C19H14F3N3O3,389.33,2.86,84.64,1,4,3,2,3,0.211,28,3,0,none,1.0,1.0,1.0,T11410L
159,TN2079,81446-29-9,COc1cc([C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O,C20H22O6,358.39,3.19,77.38,2,6,4,2,4,0.4,26,0,0,none,1.0,1.0,1.0,TN2079
160,T61518,1358751-06-0,CC1=CN2CCS(=O)(=O)N=C2C(c2ccc(OC3CCCCC3)cc2)=N1,C19H23N3O3S,373.48,3.11,71.33,0,5,3,1,4,0.474,26,0,0,none,1.0,1.0,1.0,T61518
161,T60219,2761063-99-2,c1ccc([C@H]2CN(c3cc(O[C@H]4C[C@@H](n5cccn5)C4)ncn3)CCO2)cc1,C21H23N5O2,377.45,3.03,65.3,0,6,5,3,5,0.381,28,0,0,none,1.0,1.0,1.0,T60219
162,T27795,1000308-25-7,NC(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,C18H19FN2O3S,362.43,2.75,89.26,2,3,4,2,3,0.278,25,1,0,none,1.0,1.0,1.0,T27795
163,T13057L,1597426-55-5,Cc1nnc(NC(=O)c2cccc([C@H]3C[C@@H]3NC3CCC3)c2)s1,C17H20N4OS,328.44,3.1,66.91,2,5,5,2,4,0.471,23,0,0,none,1.0,1.0,1.0,T13057L
164,T15131,3736-81-0,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,C14H11Cl2NO4,328.15,3.27,59.75,0,4,4,2,2,0.143,21,2,0,none,1.0,1.0,1.0,T15131
165,T34924,55219-65-3,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,C14H18ClN3O2,295.77,2.92,60.17,1,4,4,2,2,0.429,20,1,0,none,1.0,1.0,1.0,T34924
166,T8388,881681-00-1,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,C17H16FN3O2S,345.4,2.65,63.99,1,4,5,3,3,0.118,24,1,0,none,1.0,1.0,1.0,T21254;T8388
167,TN2080,487-36-5,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O,C20H22O6,358.39,3.19,77.38,2,6,4,2,4,0.4,26,0,0,none,1.0,1.0,1.0,TN2080
168,TN1675,2798-20-1,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1,C19H18O7,358.35,3.2,87.36,1,7,5,3,3,0.211,26,0,0,none,1.0,1.0,1.0,TN1675
169,TN1291,29080-58-8,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1,C18H16O6,328.32,3.19,78.13,1,6,4,3,3,0.167,24,0,0,none,1.0,1.0,1.0,TN1291
170,T72253,2479276-17-8,CCCCc1nc2c(N)nc3ccccc3c2n1CCCCN,C18H25N5,311.43,3.25,82.75,2,4,7,3,3,0.444,23,0,0,none,1.0,1.0,1.0,T72253
171,T9566,2765218-56-0,O=C(NCCCc1nccs1)c1cc(-c2ccccc2)on1,C16H15N3O2S,313.38,3.16,68.02,1,5,6,3,3,0.188,22,0,0,none,1.0,1.0,1.0,T9566
172,T2333,164650-44-6,C=C1CCN([C@H](C)C(O)(Cn2cncn2)c2ccc(F)cc2F)CC1,C18H22F2N4O,348.4,2.48,54.18,1,4,5,2,3,0.444,25,2,0,none,0.9999,1.0,1.0,T2333
173,T23449,302799-86-6,O=c1[nH]c2ccc(C#CCN3CCC(Cc4ccccc4)CC3)cc2[nH]1,C22H23N3O,345.45,3.16,51.89,2,2,3,3,4,0.318,26,0,0,none,1.0,1.0,1.0,T23449
174,T22128,519170-13-9,COc1ccc(Cc2nnc(NS(=O)(=O)c3ccccc3)s2)cc1,C16H15N3O3S2,361.45,2.94,81.18,1,6,6,3,3,0.125,24,0,0,none,1.0,1.0,1.0,T22128
175,T16475,459856-18-9,CC[C@@H](C)Nc1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12,C18H24N6O,340.43,3.33,77.23,1,6,5,3,3,0.444,25,0,0,none,1.0,1.0,1.0,T16475
176,T27320,160146-17-8,N#Cc1ccc([C@H]([C@@H](O)Cc2ccc(F)cc2)n2cncn2)cc1,C18H15FN4O,322.34,2.48,74.73,1,4,5,3,3,0.167,24,1,0,none,0.9999,1.0,1.0,T27320
177,T3448,1459687-89-8,COc1cccc(-n2c(SCC(=O)O)nnc2-c2ccccn2)c1,C16H14N4O3S,342.38,2.51,90.13,1,6,6,3,3,0.125,24,0,0,none,1.0,1.0,1.0,T3448;T4251
178,T60680,145158-71-0,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,C16H23N5O,301.39,2.81,85.29,4,3,7,2,2,0.375,22,0,0,none,1.0,1.0,1.0,T60680
179,T9175,2079068-74-7,Cn1ncc(-c2nc(N[C@H]3CC[C@H](N)CC3)ncc2Cl)c1CC1CC1,C18H25ClN6,360.89,3.16,81.65,2,5,5,2,4,0.611,25,1,0,none,1.0,1.0,1.0,T9175
180,T28089,1381846-21-4,CC(C)(C)C(=O)NCc1ccc(Cl)c(C(=O)Nc2ncc[nH]2)c1,C16H19ClN4O2,334.81,2.98,86.88,3,3,4,2,2,0.312,23,1,0,none,1.0,1.0,1.0,T28089
181,T2358,934353-76-1,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,C21H25N7,375.48,3.17,72.97,2,6,5,3,4,0.286,28,0,0,none,1.0,1.0,1.0,T2358
182,T2342,934240-30-9,NC(=O)[C@@H]1CC[C@H](c2ccc(OCc3ccccc3F)cc2)N1,C18H19FN2O2,314.36,2.68,64.35,2,3,5,2,3,0.278,23,1,0,none,1.0,1.0,1.0,T2342
183,T11811,72361-67-2,COc1cc2c(cc1O)-c1c(OC)c(O)cc3c1C(C2)NCC3,C18H19NO4,313.35,2.52,70.95,3,5,2,2,4,0.333,23,0,0,none,1.0,1.0,1.0,T11811
184,T11561,1672666-82-8,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1C(O)C(F)C2,C17H13F2NO4S,365.36,2.82,87.39,1,5,3,2,3,0.235,25,2,0,none,1.0,1.0,1.0,T11561
185,T2275,1037184-44-3,COc1ccc(C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1,C17H13Cl2NO4,366.2,3.41,75.63,2,4,4,2,3,0.176,24,2,0,none,1.0,1.0,1.0,T2275
186,T19642,934628-27-0,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,C19H20N2O2S,340.45,3.47,57.25,1,4,6,3,3,0.211,24,0,0,none,1.0,1.0,1.0,T19642
187,T79854,2088176-96-7,CCc1nc2ccccn2c1C(=O)c1cc(Br)c(O)c(C#N)c1,C17H12BrN3O2,370.21,3.47,78.39,1,4,3,3,3,0.118,23,1,0,none,1.0,1.0,1.0,T79854
188,T33535,886208-65-7,Cc1cc(-c2ccccc2)nnc1N1CCN(c2ncccn2)CC1,C19H20N6,332.41,2.57,58.04,0,6,3,3,4,0.263,25,0,0,none,1.0,1.0,1.0,T33535
189,T28750,676479-06-4,CC(=O)N[C@H]1CC(=O)N(c2ccc(OCc3cccc(F)c3)cc2)C1,C19H19FN2O3,342.37,2.65,58.64,1,3,5,2,3,0.263,25,1,0,none,1.0,1.0,1.0,T28750
190,T2250,95167-41-2,CCN(CC)c1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1,C18H21N3O2,311.39,3.0,64.93,2,4,6,2,2,0.222,23,0,0,none,1.0,1.0,1.0,T2250
191,T2236,154992-24-2,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCO,C17H18F3N3O3,369.34,2.9,84.64,1,4,5,1,2,0.471,26,3,0,none,1.0,1.0,1.0,T2236
192,T16782,136199-02-5,CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCC)c1=O,C20H28N4O2,356.47,2.78,72.68,1,3,5,2,6,0.75,26,0,0,none,1.0,1.0,1.0,T16782
193,T5750,549-21-3,COc1ccc2cc3n(c(=O)c2c1OC)CCc1cc2c(cc1-3)OCO2,C20H17NO5,351.36,2.97,58.92,0,5,2,3,5,0.25,26,0,0,none,1.0,1.0,1.0,T5750
194,T4S1321,6681-18-1,COc1ccc2c(c1O)-c1c(O)c(OC)cc3c1[C@H](C2)[N+](C)(C)CC3,C20H24NO4+,342.42,3.01,58.92,2,4,2,2,4,0.4,25,0,0,none,1.0,1.0,1.0,T3S1319;T3S1320;T4S1321
195,T27053,477865-59-1,CON=CNc1nc2nccc(C(C)Oc3ccc(Cl)cc3C)n2n1,C16H17ClN6O2,360.81,3.23,85.93,1,6,6,3,3,0.25,25,1,0,none,1.0,1.0,1.0,T27053
196,T0462,73963-72-1,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,C20H27N5O2,369.47,3.46,81.93,1,5,7,2,4,0.6,27,0,0,none,1.0,1.0,1.0,T0462
197,T8749,1434643-33-0,Cc1c(Br)sc2[nH]c(=O)n(C(C)(C)C(=O)OC(C)(C)C)c(=O)c12,C15H19BrN2O4S,403.3,2.9,81.16,1,5,2,2,2,0.533,23,1,0,none,1.0,1.0,1.0,T8749
198,TN2121,1247-97-8,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,C20H20O7,372.37,3.5,76.36,0,7,6,3,3,0.25,27,0,0,none,1.0,1.0,1.0,TN2121
199,T32155,74517-78-5,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,C20H24N2O,308.42,3.22,55.12,2,2,6,2,3,0.35,23,0,0,none,1.0,1.0,1.0,T32155
200,T24840,1609980-39-3,Cc1cc(C)n2nc(OCCOc3ccc(Cl)cc3)nc2n1,C15H15ClN4O2,318.76,2.85,61.54,0,5,5,3,3,0.267,22,1,0,none,1.0,1.0,1.0,T24840
201,T4425,942655-44-9,COc1ccc(C(=O)Nc2cc(-c3ccccc3)[nH]n2)cc1OC,C18H17N3O3,323.35,3.35,76.24,2,4,5,3,3,0.111,24,0,0,none,1.0,1.0,1.0,T4425
202,T6413,130641-38-2,CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O,C19H20N2O3,324.38,3.46,64.35,1,3,6,3,3,0.263,24,0,0,none,1.0,1.0,1.0,T6413
203,T6406,405165-61-9,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,C19H21ClFN3O3,393.85,3.14,88.56,2,4,3,2,4,0.474,27,2,0,none,1.0,1.0,1.0,T6406
204,T6392,935881-37-1,CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,C18H20N2O3,312.37,3.18,78.43,3,3,5,2,2,0.222,23,0,0,none,1.0,1.0,1.0,T6392
205,T8698,1805818-57-8,CCOc1cc(F)c(Cl)cc1C(=O)NCC(C)(C)CC(=O)O,C15H19ClFNO4,331.77,3.11,75.63,2,3,7,1,1,0.467,22,2,0,none,1.0,1.0,1.0,T8698
206,T8701,1309241-34-6,Cc1ccc(C)c(OCCNC2CCN(C(=O)c3ccncc3)CC2)c1,C21H27N3O2,353.47,2.97,54.46,1,4,6,2,3,0.429,26,0,0,none,1.0,1.0,1.0,T8701
207,TP2417,175013-73-7,CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1cc(F)cc(F)c1)[C@@H](O)C(C)(C)O2,C20H19F2NO4,375.37,3.17,75.63,2,4,3,2,3,0.3,27,2,0,none,1.0,1.0,1.0,TP2417
208,T36433,482646-13-9,Cc1ccccc1OCc1nnc(SCC(N)=O)n1-c1ccccc1,C18H18N4O2S,354.44,2.73,83.03,1,5,7,3,3,0.167,25,0,0,none,1.0,1.0,1.0,T36433
209,T3483,873551-53-2,Cc1c(C2=CCN(C(=O)N(C)C(C)C)CC2)nnn1-c1cccnc1F,C18H23FN6O,358.42,2.66,67.15,0,4,3,2,3,0.444,26,1,0,none,1.0,1.0,1.0,T3483
210,T60149,859721-81-6,O=C(CS(=O)(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,C15H11F3O3S,328.31,3.36,51.21,0,3,4,2,2,0.133,22,3,0,none,1.0,1.0,1.0,T60149
211,T23563,147695-92-9,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,C16H14F3NO4S,373.35,2.77,83.47,2,4,4,2,2,0.188,25,3,0,none,1.0,1.0,1.0,T23563
212,T4463,283173-50-2,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,C19H18FN3O,323.37,2.98,56.92,3,2,3,3,4,0.211,24,1,0,none,1.0,1.0,1.0,T16807;T4463
213,T6366,934162-61-5,NC(=O)c1cccc2[nH]c(-c3ccc([C@@H]4CCCN4)cc3F)nc12,C18H17FN4O,324.36,2.89,83.8,3,3,3,3,4,0.222,24,1,0,none,1.0,1.0,1.0,T6366
214,T67897,2707510-30-1,CC(C)[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)Nc1nccs1,C17H18N4O2S,342.42,3.02,86.88,3,4,5,3,3,0.235,24,0,0,none,1.0,1.0,1.0,T67897
215,T32589L,3122-95-0,COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)cc1O,C20H25NO4,343.42,3.19,51.16,1,5,5,2,3,0.4,25,0,0,none,1.0,1.0,1.0,T32589L
216,T12075,863588-32-3,O=c1cc(N2CCN(c3cccc(Cl)c3)CC2)[nH]c(=O)n1C1CCCCC1,C20H25ClN4O2,388.9,3.02,61.34,1,4,3,2,4,0.5,27,1,0,none,1.0,1.0,1.0,T12075
217,T17022,107534-96-3,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,C16H22ClN3O,307.82,3.34,50.94,1,3,5,2,2,0.5,21,1,0,none,1.0,1.0,1.0,T17022
218,T72814,872506-67-7,Cc1c(Cl)cccc1S(=O)(=O)N1CCC[C@H](C(=O)NC2CCCCC2)C1,C19H27ClN2O3S,398.96,3.5,66.48,1,3,4,1,3,0.632,26,1,0,none,1.0,1.0,1.0,T72814
219,T3S1955,78287-27-1,CCc1c2c(nc3ccccc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,C22H20N2O4,376.41,2.64,81.42,1,5,2,3,5,0.318,28,0,0,none,1.0,1.0,1.0,T3S1955
220,T3S1457,16176-68-4,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(O)c3c[n+]1CC2,C20H20NO4+,338.38,3.08,51.8,1,4,3,3,4,0.25,25,0,0,none,1.0,1.0,1.0,T3S1457
221,T28824,1073969-18-2,Cc1cn(-c2cc(F)c(C(N)=O)c(N[C@H]3CCOC3)c2)c2c1C(=O)CC(C)(C)C2,C22H26FN3O3,399.47,3.38,86.35,2,4,4,2,4,0.455,29,1,0,none,1.0,1.0,1.0,T28824
222,T12269,1060524-97-1,CCCn1nc(C(=O)N2CCCCC2)c2c1CCC(NCCc1ccncc1)C2,C23H33N5O,395.55,3.0,63.05,1,4,7,2,4,0.609,29,0,0,none,1.0,1.0,1.0,T12269
223,T10032,134729-13-8,CS(=O)(=O)c1ccc(-c2cc(C#N)nn2-c2ccc(F)cc2)cc1,C17H12FN3O2S,341.37,2.95,75.75,0,4,3,3,3,0.059,24,1,0,none,1.0,1.0,1.0,T10032
224,T23000,1382481-79-9,COc1ccc(C#Cc2ccc(C(=O)N3CCC[C@@H](CO)C3)cc2)cc1,C22H23NO3,349.43,2.94,49.77,1,3,3,2,3,0.318,26,0,0,none,1.0,1.0,1.0,T23000
225,TQ0271,196612-93-8,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,C18H19ClFN7,387.85,3.46,78.86,2,7,4,3,4,0.333,27,2,0,none,1.0,1.0,1.0,TQ0271
226,T9055,2055101-86-3,O=C(CNc1ccc(Cl)cn1)NCCc1cccc(Br)c1,C15H15BrClN3O,368.66,3.27,54.02,2,3,6,2,2,0.2,21,2,0,none,1.0,1.0,1.0,T9055
227,T9106,1031195-19-3,CC(=O)N1CCN(C(=O)c2cc(-c3ccc(C)o3)nc3ccccc23)CC1,C21H21N3O3,363.42,3.11,66.65,0,4,2,3,4,0.286,27,0,0,none,1.0,1.0,1.0,T9106
228,T14521,2226507-04-4,c1cc(-c2c[nH]c3nccc(N4CCC[C@@]5(CCCCN5)C4)c23)ncn1,C20H24N6,348.45,3.13,69.73,2,5,2,3,5,0.45,26,0,0,none,1.0,1.0,1.0,T14521
229,T5720,476-70-0,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,C19H21NO4,327.38,2.87,62.16,2,5,2,2,4,0.368,24,0,0,none,1.0,1.0,1.0,T5720
230,TN6930,21763-80-4,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1OC,C19H18O7,358.35,3.2,87.36,1,7,5,3,3,0.211,26,0,0,none,1.0,1.0,1.0,TN6930
231,T7300,1196541-47-5,N[C@@H]1CCCN(c2c(Br)cnc3[nH]cc(NC(=O)C4CC4)c23)C1,C16H20BrN5O,378.27,2.6,87.04,3,4,3,2,4,0.5,23,1,0,none,1.0,1.0,1.0,T27407;T7300
232,T16887,130800-90-7,CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,C15H16Cl3N5,372.69,3.44,58.28,1,5,2,2,3,0.333,23,3,0,none,1.0,1.0,1.0,T16887
