Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs,Nearest_Reference,Ref_Target,Ref_Mechanism,Ref_Tanimoto,Chemotype,Chemotype_Target,Chemotype_Mechanism,Chemotype_Weight,S_mech,Murcko_Scaffold,S_nomination
55,T6058,1262036-50-9,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1,C18H16F2N4O2S,390.42,2.52,89.6,2,6,3,2,4,0.278,27,2,0,none,1.0,1.0,1.0,T6058,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.167,无明确优势骨架命中,,,0.0,0.1667,O=C(Nc1cccc(C23COCC2CSC=N3)c1)c1ccccn1,0.5834
56,T0280,749-02-0,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,C23H26FN3O2,395.48,3.22,52.65,1,4,6,2,4,0.391,29,1,0,none,1.0,1.0,1.0,T0280,Fluvastatin,HMGCR,全合成 HMGCR 抑制剂,0.217,无明确优势骨架命中,,,0.0,0.2169,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccccc1,0.6085
57,T28362,936345-35-6,Cc1cc(Oc2c(C3CC3)nn(CS(C)(=O)=O)c2C)cc(C)c1C#N,C18H21N3O3S,359.45,3.35,84.98,0,5,5,2,3,0.444,25,0,0,none,1.0,1.0,1.0,T28362,Resmetirom (MGL-3196),THR-beta,肝脏选择性甲状腺激素受体 beta 激动；上调 CPT1A/线粒体 beta-氧化与脂噬，降低肝内甘油三酯,0.179,无明确优势骨架命中,,,0.0,0.1786,c1ccc(Oc2c[nH]nc2C2CC2)cc1,0.5893
58,T60011,1570374-32-1,CCCn1c(NC(=O)c2cccc(C(=O)O)c2)nc2ccccc21,C18H17N3O3,323.35,3.4,84.22,2,3,5,3,3,0.167,24,0,0,none,1.0,1.0,1.0,T60011,Telmisartan,PPAR-gamma partial / AT1R,AT1 受体拮抗兼 PPAR-gamma 部分激动，文献报道减轻肝细胞脂肪变,0.3,无明确优势骨架命中,,,0.0,0.3,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,0.65
59,T2661,663619-89-4,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,C21H24N4O2,364.45,3.01,58.87,1,5,4,3,4,0.333,27,0,0,none,1.0,1.0,1.0,T2661,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.192,无明确优势骨架命中,,,0.0,0.1923,O=c1cc(N2CCOCC2)nc2c(CNc3ccccc3)cccn12,0.5962
60,T5341,2131803-90-0,CCOC(=O)c1cnc(C#Cc2ccc3c(c2)C(C)(C)CCS3=O)nc1,C20H20N2O3S,368.46,2.84,69.15,0,5,2,2,3,0.35,26,0,0,none,1.0,1.0,1.0,T5341,Etomoxir,CPT1a (抑制剂/阴性对照),CPT1 不可逆抑制剂，作为脂肪酸氧化通路机制阴性对照,0.224,无明确优势骨架命中,,,0.0,0.2237,O=S1CCCc2cc(C#Cc3ncccn3)ccc21,0.6118
61,T60005,349438-74-0,COc1ccc2nc(NC(=O)Cc3ccccc3OC)sc2c1,C17H16N2O3S,328.39,3.49,60.45,1,5,5,3,3,0.176,23,0,0,none,1.0,1.0,1.0,T60005,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.25,无明确优势骨架命中,,,0.0,0.25,O=C(Cc1ccccc1)Nc1nc2ccccc2s1,0.625
62,T36631,2247890-13-5,C[C@H]1CC(=O)Nc2cc(C(=O)NCCC3CC3)ccc2N1C(=O)N1CC2CC2C1,C22H28N4O3,396.49,2.83,81.75,2,3,4,1,5,0.591,29,0,0,none,1.0,1.0,1.0,T36631,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.215,无明确优势骨架命中,,,0.0,0.2152,O=C1CCN(C(=O)N2CC3CC3C2)c2ccc(C(=O)NCCC3CC3)cc2N1,0.6076
63,T61786,2260969-36-4,CCN1CCC(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)CC1,C20H29N3O3S,391.54,2.6,78.51,2,4,4,1,4,0.65,27,0,0,none,1.0,1.0,1.0,T61786,Lanifibranor,PPAR pan (alpha/delta/gamma),泛 PPAR 激动，促进 beta-氧化、抑制脂肪生成与炎症纤维化,0.222,无明确优势骨架命中,,,0.0,0.2222,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)C1CCNCC1,0.6111
64,T37655,2361327-08-2,O=C(O)c1ccc(C(=O)N2CCc3c(c(=O)oc4ccccc34)C2)cc1,C20H15NO5,349.34,2.69,87.82,1,4,2,3,4,0.15,26,0,0,none,1.0,1.0,1.0,T37655,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.212,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.459,O=C(c1ccccc1)N1CCc2c(c(=O)oc3ccccc23)C1,0.7295
65,T2589,878143-33-0,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,C19H20N2O3,324.38,2.52,62.4,1,4,2,2,6,0.474,24,0,0,none,1.0,1.0,1.0,T2589,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.17,无明确优势骨架命中,,,0.0,0.1698,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,0.5849
66,T83321,3590-93-0,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,C21H20O7,384.38,2.62,83.45,1,7,3,2,5,0.381,28,0,0,none,1.0,1.0,1.0,T83321,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.274,无明确优势骨架命中,,,0.0,0.274,O=C1OCC2Cc3cc4c(cc3C(c3ccccc3)C12)OCO4,0.637
67,T21946,134296-40-5,CC(C)n1c(=O)n(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C)c2ccccc21,C19H26N4O2,342.44,2.57,59.27,1,3,2,2,4,0.579,25,0,0,none,1.0,1.0,1.0,T21946,Fluvastatin,HMGCR,全合成 HMGCR 抑制剂,0.224,无明确优势骨架命中,,,0.0,0.2237,O=C(NC1CC2CCC(C1)N2)n1c(=O)[nH]c2ccccc21,0.6118
68,T77708,764694-25-9,Cc1sc2ncnc(OCC(=O)Nc3cccc(C#N)c3)c2c1C,C17H14N4O2S,338.39,3.2,87.9,1,6,4,3,3,0.176,24,0,0,none,1.0,1.0,1.0,T77708,GW501516,PPAR-delta,PPAR-delta 选择性激动，提升肝与骨骼肌脂肪酸氧化,0.205,无明确优势骨架命中,,,0.0,0.2045,O=C(COc1ncnc2sccc12)Nc1ccccc1,0.6022
69,T3187,154540-49-5,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccc(F)cc2)CC1,C20H23ClFN3O2,391.87,3.46,67.59,2,4,5,2,3,0.35,27,2,0,none,1.0,1.0,1.0,T3187,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.261,无明确优势骨架命中,,,0.0,0.2614,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccccc1,0.6307
70,T10244,1708113-43-2,O=C(NO)c1cnc(NC2(c3ccccc3)CCC(F)(F)CC2)nc1,C17H18F2N4O2,348.35,3.11,87.14,3,5,4,2,3,0.353,25,2,0,none,1.0,1.0,1.0,T10244,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.22,无明确优势骨架命中,,,0.0,0.22,c1ccc(C2(Nc3ncccn3)CCCCC2)cc1,0.61
71,TN6905,13079-95-3,c1cc2c(cc1[C@@H]1OC[C@@H]3[C@H]1CO[C@H]3c1ccc3c(c1)OCO3)OCO2,C20H18O6,354.36,3.22,55.38,0,6,2,2,6,0.4,26,0,0,none,1.0,1.0,1.0,TN6905,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.217,无明确优势骨架命中,,,0.0,0.2167,c1cc2c(cc1C1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2,0.6083
72,T2554,31637-97-5,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1,C18H18ClNO5,363.8,3.29,74.72,0,6,7,2,2,0.278,25,1,0,none,1.0,1.0,1.0,T2554,Fenofibric acid,PPAR-alpha,激活 PPAR-alpha 上调 CPT1/ACOX1，增强线粒体与过氧化物酶体脂肪酸氧化,0.423,无明确优势骨架命中,,,0.0,0.4231,O=C(COc1ccccc1)OCCOC(=O)c1cccnc1,0.7116
73,T41160,1234569-09-5,O=C(Oc1nsnc1N1CCCCC1)N1CCCCC1,C13H20N4O2S,296.4,2.51,58.56,0,6,2,1,3,0.769,20,0,0,none,1.0,1.0,1.0,T41160,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.156,无明确优势骨架命中,,,0.0,0.1562,O=C(Oc1nsnc1N1CCCCC1)N1CCCCC1,0.5781
74,T9994,315693-33-5,O=S(=O)(Nc1ccc2ccccc2c1)c1ccc2c(c1)OCCO2,C18H15NO4S,341.39,3.41,64.63,1,4,3,3,4,0.111,24,0,0,none,1.0,1.0,1.0,T9994,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.169,无明确优势骨架命中,,,0.0,0.169,O=S(=O)(Nc1ccc2ccccc2c1)c1ccc2c(c1)OCCO2,0.5845
75,T61622,2760543-16-4,O=C(CCCc1ccccc1)N1CCC[C@H]1C(=O)N1CCC[C@H]1c1ncc[nH]1,C22H28N4O2,380.49,3.09,69.3,1,3,6,2,4,0.5,28,0,0,none,1.0,1.0,1.0,T61622,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.205,无明确优势骨架命中,,,0.0,0.2048,O=C(CCCc1ccccc1)N1CCCC1C(=O)N1CCCC1c1ncc[nH]1,0.6024
76,T41275,1289620-49-0,C[C@@](CCc1ccc(-c2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,C18H21NO4S,347.44,2.59,83.47,2,4,6,2,2,0.278,24,0,0,none,1.0,1.0,1.0,T41275,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.258,无明确优势骨架命中,,,0.0,0.2581,c1ccc(-c2ccccc2)cc1,0.629
77,TQ0071,1402837-78-8,O[C@H](C[C@H]1c2c(F)cccc2-c2cncn21)[C@H]1CC[C@H](O)CC1,C18H21FN2O2,316.38,2.89,58.28,2,3,3,2,4,0.5,23,1,0,none,1.0,1.0,1.0,TQ0071,Atorvastatin,HMGCR,HMG-CoA 还原酶抑制，降低胆固醇合成并上调 LDLR,0.169,无明确优势骨架命中,,,0.0,0.1685,c1ccc2c(c1)-c1cncn1C2CCC1CCCCC1,0.5843
78,TQ0233,134234-12-1,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,C20H25NO3,327.42,2.8,63.93,3,4,4,2,3,0.4,24,0,0,none,1.0,1.0,1.0,TQ0233,Ezetimibe,NPC1L1,抑制胆固醇再摄取，降低肝内胆固醇酯负荷,0.212,无明确优势骨架命中,,,0.0,0.2121,c1ccc(CCN2CCC(c3ccccc3)CC2)cc1,0.606
79,T0324,579-56-6,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,C18H23NO3,301.39,2.87,61.72,3,4,7,2,2,0.333,22,0,0,none,1.0,1.0,1.0,T0324,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.214,无明确优势骨架命中,,,0.0,0.2143,c1ccc(CCNCCOc2ccccc2)cc1,0.6072
80,T0322,34161-24-5,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,C20H21ClN2O4,388.85,2.79,51.24,0,5,5,2,4,0.35,27,1,0,none,1.0,1.0,1.0,T0322,Etomoxir,CPT1a (抑制剂/阴性对照),CPT1 不可逆抑制剂，作为脂肪酸氧化通路机制阴性对照,0.299,无明确优势骨架命中,,,0.0,0.2985,O=C(COc1ccccc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.6492
81,T0320,64-86-8,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,C22H25NO6,399.44,2.87,83.09,1,6,5,2,3,0.364,29,0,0,none,1.0,1.0,1.0,T0320,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.221,无明确优势骨架命中,,,0.0,0.2208,O=c1cccc2c(c1)CCCc1ccccc1-2,0.6104
82,T23549,148869-05-0,N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,C16H12BrN5,354.21,3.38,57.74,0,4,4,3,3,0.062,22,1,0,none,1.0,1.0,1.0,T23549,Rosiglitazone,PPAR-gamma,TZD 类 PPAR-gamma 全激动剂，改善胰岛素抵抗与肝内脂肪蓄积,0.135,无明确优势骨架命中,,,0.0,0.1351,c1ccc(CN(c2ccccc2)n2cnnc2)cc1,0.5676
83,T60056,936345-34-5,Cc1cc(Oc2c(C)nn(CS(C)(=O)=O)c2C2CC2)cc(C)c1C#N,C18H21N3O3S,359.45,3.35,84.98,0,5,5,2,3,0.444,25,0,0,none,1.0,1.0,1.0,T60056,Resmetirom (MGL-3196),THR-beta,肝脏选择性甲状腺激素受体 beta 激动；上调 CPT1A/线粒体 beta-氧化与脂噬，降低肝内甘油三酯,0.179,无明确优势骨架命中,,,0.0,0.1786,c1ccc(Oc2cn[nH]c2C2CC2)cc1,0.5893
84,T2639,1194044-20-6,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1,C15H14F2N4S,320.37,3.09,64.16,1,5,2,2,3,0.267,22,2,0,none,1.0,1.0,1.0,T2639,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.111,无明确优势骨架命中,,,0.0,0.1111,C1=NC(c2cccc(-c3cncnc3)c2)CCS1,0.5556
85,T40271,2642174-19-2,CCN(C[C@H](C)O)C(=O)Nc1ncc(Cc2cccc(F)c2)s1,C16H20FN3O2S,337.42,3.11,65.46,2,4,6,2,2,0.375,23,1,0,none,1.0,1.0,1.0,T40271,GW501516,PPAR-delta,PPAR-delta 选择性激动，提升肝与骨骼肌脂肪酸氧化,0.191,无明确优势骨架命中,,,0.0,0.191,c1ccc(Cc2cncs2)cc1,0.5955
86,T27625,301297-45-0,Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC2)c1,C20H24N2O3,340.42,2.92,71.93,1,3,5,2,3,0.45,25,0,0,none,1.0,1.0,1.0,T27625,Resmetirom (MGL-3196),THR-beta,肝脏选择性甲状腺激素受体 beta 激动；上调 CPT1A/线粒体 beta-氧化与脂噬，降低肝内甘油三酯,0.185,无明确优势骨架命中,,,0.0,0.1852,O=C(c1ccccc1)c1cc(=O)[nH]c(=O)n1CC1CC1,0.5926
87,T6S0781,6873-13-8,COc1cc2c(cc1O)C[C@H]1c3cc(O)c(OC)cc3CC[N@@+]1(C)C2,C20H24NO4+,342.42,2.92,58.92,2,4,2,2,4,0.4,25,0,0,none,1.0,1.0,1.0,T6S0781,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.181,无明确优势骨架命中,,,0.0,0.1806,c1ccc2c(c1)CC1c3ccccc3CC[NH+]1C2,0.5903
88,T5S1959,133-04-0,c1cc2c(cc1[C@H]1OC[C@@H]3[C@H]1CO[C@H]3c1ccc3c(c1)OCO3)OCO2,C20H18O6,354.36,3.22,55.38,0,6,2,2,6,0.4,26,0,0,none,1.0,1.0,1.0,T5S1959,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.217,无明确优势骨架命中,,,0.0,0.2167,c1cc2c(cc1C1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2,0.6083
89,T5S1895,23599-69-1,COc1cc2c(cc1O)C[C@@H]1NCCc3cc(OC)c(O)c-2c31,C18H19NO4,313.35,2.52,70.95,3,5,2,2,4,0.333,23,0,0,none,1.0,1.0,1.0,T5S1895,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.177,无明确优势骨架命中,,,0.0,0.1774,c1ccc2c(c1)CC1NCCc3cccc-2c31,0.5887
90,T60205,1354546-42-1,C[C@](CCc1ccc(-c2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,C18H21NO4S,347.44,2.59,83.47,2,4,6,2,2,0.278,24,0,0,none,1.0,1.0,1.0,T60205,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.258,无明确优势骨架命中,,,0.0,0.2581,c1ccc(-c2ccccc2)cc1,0.629
91,T2484,1174043-16-3,COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,C22H22FN3O3,395.43,2.9,75.29,1,4,4,3,4,0.318,29,1,0,none,1.0,1.0,1.0,T2484,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.209,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.4568,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCCCC1,0.7284
92,T22313,115956-13-3,O=C(O[C@H]1C[C@H]2CC3C[C@@H](C1)[N@]2CC3=O)c1c[nH]c2ccccc12,C19H20N2O3,324.38,2.52,62.4,1,4,2,2,6,0.474,24,0,0,none,1.0,1.0,1.0,T22313,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.17,无明确优势骨架命中,,,0.0,0.1698,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,0.5849
93,T2506,602306-29-6,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,C18H21N5O2S,371.47,3.38,89.77,1,6,5,3,3,0.278,26,0,0,none,1.0,1.0,1.0,T2506,Lanifibranor,PPAR pan (alpha/delta/gamma),泛 PPAR 激动，促进 beta-氧化、抑制脂肪生成与炎症纤维化,0.139,无明确优势骨架命中,,,0.0,0.1392,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,0.5696
94,T5383,662164-09-2,CC(Nc1nc(N2CCNCC2)nc2ccccc12)c1ccccc1,C20H23N5,333.44,3.21,53.08,2,5,4,3,4,0.3,25,0,0,none,1.0,1.0,1.0,T5383,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.2,无明确优势骨架命中,,,0.0,0.2,c1ccc(CNc2nc(N3CCNCC3)nc3ccccc23)cc1,0.6
95,T6320,905281-76-7,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,C19H18N4O2,334.38,2.73,83.53,2,5,4,3,4,0.211,25,0,0,none,1.0,1.0,1.0,T6320,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.145,无明确优势骨架命中,,,0.0,0.1446,N=C1CCc2cc(-c3c[nH]nc3-c3ccncc3)ccc21,0.5723
96,T6303,885499-61-6,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,C18H20ClN5,341.85,3.15,70.83,2,4,3,3,4,0.333,24,1,0,none,1.0,1.0,1.0,T6303;T6303L,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.164,无明确优势骨架命中,,,0.0,0.1644,c1ccc(CC2CCN(c3ncnc4[nH]ccc34)CC2)cc1,0.5822
97,T15001,27313-86-6,COc1cc2c(cc1O)CCN1Cc3c(ccc(OC)c3OC)CC21,C20H23NO4,341.41,3.07,51.16,1,5,3,2,4,0.4,25,0,0,none,1.0,1.0,1.0,T15001,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.271,无明确优势骨架命中,,,0.0,0.2712,c1ccc2c(c1)CC1c3ccccc3CCN1C2,0.6356
98,T39694,2222010-71-9,Cn1c(=O)n(CC(=O)N2CCC2)c2cc(-c3ccc(C(F)(F)F)s3)cnc21,C17H15F3N4O2S,396.39,2.71,60.13,0,4,3,3,4,0.353,27,3,0,none,1.0,1.0,1.0,T39694,Pentoxifylline,PDE / TNF-alpha,非选择性磷酸二酯酶抑制剂，降低肝脏炎症与脂质沉积,0.227,无明确优势骨架命中,,,0.0,0.2267,O=C(Cn1c(=O)[nH]c2ncc(-c3cccs3)cc21)N1CCC1,0.6134
99,TN1855,5890-18-6,COc1cc2c(cc1O)C[C@@H]1NCCc3cc(O)c(OC)c-2c31,C18H19NO4,313.35,2.52,70.95,3,5,2,2,4,0.333,23,0,0,none,1.0,1.0,1.0,TN1855,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.217,无明确优势骨架命中,,,0.0,0.2167,c1ccc2c(c1)CC1NCCc3cccc-2c31,0.6083
100,T4472,1262417-51-5,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,C20H24F3N3O2,395.43,2.92,66.64,1,3,3,1,4,0.6,28,3,0,none,1.0,1.0,1.0,T4472,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.143,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.3904,O=C1c2ccccc2CN1C1CCN(C2CCCCC2)CC1,0.6952
101,TQ0017,1572510-80-5,CC[C@@H](C)NS(=O)(=O)c1ccc(F)c(C(=O)Nc2ccc(F)c(F)c2)c1,C17H17F3N2O3S,386.4,3.43,75.27,2,3,6,2,2,0.235,26,3,0,none,1.0,1.0,1.0,TQ0017,Atorvastatin,HMGCR,HMG-CoA 还原酶抑制，降低胆固醇合成并上调 LDLR,0.202,无明确优势骨架命中,,,0.0,0.2024,O=C(Nc1ccccc1)c1ccccc1,0.6012
102,T0292,113617-63-3,C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,C19H20F3N3O3,395.38,2.64,74.57,2,4,3,2,4,0.474,28,3,0,none,1.0,1.0,1.0,T0292,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.167,无明确优势骨架命中,,,0.0,0.1667,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,0.5834
103,T9950,1421366-99-5,O=C(C(=O)N1CCCC[C@@H]1C(=O)NCCCc1ccccc1)c1ccccc1,C23H26N2O3,378.47,3.0,66.48,1,3,7,2,3,0.348,28,0,0,none,1.0,1.0,1.0,T9950,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.211,无明确优势骨架命中,,,0.0,0.2113,O=C(C(=O)N1CCCCC1C(=O)NCCCc1ccccc1)c1ccccc1,0.6056
104,T9969,2411748-50-8,CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1,C22H29FN4O2,400.5,2.82,68.44,2,3,3,2,4,0.545,29,1,0,none,1.0,1.0,1.0,T9969,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.2,无明确优势骨架命中,,,0.0,0.2,O=C(NC1CCCC(N2CCNCC2)C1)c1cc2ccccc2[nH]1,0.6
105,T18719,341498-08-6,CC(CCC(=O)ON1C(=O)CCC1=O)SSc1ccccn1,C14H16N2O4S2,340.43,2.6,76.57,0,7,7,1,2,0.429,22,0,0,none,1.0,1.0,1.0,T18719,Rosiglitazone,PPAR-gamma,TZD 类 PPAR-gamma 全激动剂，改善胰岛素抵抗与肝内脂肪蓄积,0.205,无明确优势骨架命中,,,0.0,0.2051,O=C(CCCSSc1ccccn1)ON1C(=O)CCC1=O,0.6026
106,T68083L,57576-17-7,CC(C)C(=O)Oc1cc(OC(=O)C(C)C)cc(C(O)CNC(C)(C)C)c1,C20H31NO5,365.47,3.23,84.86,2,6,7,1,1,0.6,26,0,0,none,1.0,1.0,1.0,T68083L,Gemfibrozil,PPAR-alpha,苯氧戊酸类 PPAR-alpha 激动剂，抑制肝脏 VLDL-TG 分泌,0.19,无明确优势骨架命中,,,0.0,0.1897,c1ccccc1,0.5948
107,T5448,51213-99-1,CN(C)c1cccc(F)c1C(=O)NC(=O)Nc1ccc(Cl)cc1,C16H15ClFN3O2,335.77,3.51,61.44,2,3,3,2,2,0.125,23,2,0,none,1.0,1.0,1.0,T5448,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.209,无明确优势骨架命中,,,0.0,0.209,O=C(NC(=O)c1ccccc1)Nc1ccccc1,0.6045
108,T20714,138530-95-7,Cc1c(OCC(F)(F)F)ccnc1C[S@](=O)c1nc2ccccc2[nH]1,C16H14F3N3O2S,369.37,3.52,67.87,1,4,5,3,3,0.25,25,3,0,none,0.9999,1.0,1.0,T20714,GW501516,PPAR-delta,PPAR-delta 选择性激动，提升肝与骨骼肌脂肪酸氧化,0.198,无明确优势骨架命中,,,0.0,0.1977,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,0.5988
109,T16276,333353-44-9,CC1(C)CC(NC(=O)C(=O)Nc2ccc(Cl)cc2)CC(C)(C)N1,C17H24ClN3O2,337.85,2.7,70.23,3,3,2,1,2,0.529,23,1,0,none,1.0,1.0,1.0,T16276,Fenofibric acid,PPAR-alpha,激活 PPAR-alpha 上调 CPT1/ACOX1，增强线粒体与过氧化物酶体脂肪酸氧化,0.222,无明确优势骨架命中,,,0.0,0.2222,O=C(Nc1ccccc1)C(=O)NC1CCNCC1,0.6111
